modelName,dimension,segment,raceCount,logLossDelta,brierDelta,top1Delta,eceDelta
gated_g20,topPickLane,2,395,-0.00013972275355955688,-8.660776399427306e-05,0.0025316455696202667,0.002378387234116111
gated_g20,topPickLane,3,293,-8.865641023869664e-05,-5.434161214679101e-05,0.0,-4.716982596648933e-05
gated_g20,topPickLane,4,149,-0.00022409871506234857,-0.00014148323915952332,0.0,2.5571614110098118e-06
gated_g20,featureCoverage,3.0,37953,-0.00010784714495826186,-6.522455906787794e-05,2.6348378257323724e-05,0.0004560605435661204
static_a02,venue,1,1641,-2.2163903894645287e-05,-1.9291399989573854e-05,0.0,0.0012557979121013418
static_a02,venue,10,1498,-0.00046841310347778276,-0.0002491382550651178,0.0006675567423231055,0.0013103672454524914
static_a02,venue,11,1594,-0.0001918185988765142,-0.00011661586748834551,0.0006273525721455231,-0.0016386117684501489
static_a02,venue,12,1698,-4.9531889702914e-05,-4.214622455678274e-05,0.0,0.0004933812378234669
static_a02,venue,13,1349,-0.00017987742752967328,-0.0001442019560421448,0.0,-0.0005246519820638826
static_a02,venue,14,1459,-0.00015018561757274007,-0.00011820518494587429,0.0,0.0014044956054293234
static_a02,venue,15,1657,-0.0002096157421527245,-0.0001295457419723256,0.0,-0.0011000080027513959
static_a02,venue,16,1353,-0.00029158341463730864,-0.00015113026405177976,0.0007390983000739038,-0.00310986309750106
static_a02,venue,17,1637,-0.00035835807679207576,-0.00018014208875227755,0.0,-0.0013920982402974742
static_a02,venue,18,1776,-0.0005139468853141427,-0.0003323507114320057,0.0,-0.0022123043259010874
static_a02,venue,19,1616,-0.00024357764015436878,-0.00014700589906169181,0.0006188118811881749,-0.0036792750606387606
static_a02,venue,2,1471,1.6263376747538416e-05,5.024814083653961e-05,0.0006798096532971143,0.000932459671983416
static_a02,venue,20,1547,-0.00043112343220252924,-0.0002079977035422953,0.0,0.0010743515808533943
static_a02,venue,21,1681,-0.000531922515497163,-0.0002919356379840199,0.0,0.0004320685329193587
static_a02,venue,22,1658,5.890453479251434e-05,-2.5746874739995818e-06,0.0,0.0012000160161680512
static_a02,venue,23,1418,-0.0003006354538968026,-0.00020299200080042823,0.0,-0.0014199474005721184
static_a02,venue,24,1694,-0.00013532601899801655,-6.66509097759782e-05,0.0,-0.00022216493482329208
static_a02,venue,3,1481,-0.00019734500020174295,-5.038827597569906e-05,0.0006752194463200412,-0.0005619920433700062
static_a02,venue,4,1252,-0.00025017949419292584,-7.659863428888247e-05,-0.0007987220447284171,0.004250795784073707
static_a02,venue,5,1684,-0.00011832790567800622,-7.671553506893858e-05,-0.00059382422802845,-0.0017660623258871043
static_a02,venue,6,1806,-0.0002624889137829989,-0.000168669546795841,0.0005537098560354226,-0.002358856423843564
static_a02,venue,7,1680,-0.00010994214195525487,-0.00010766030491382583,0.0,-0.0008279787171001189
static_a02,venue,8,1766,-0.00011855083414702428,-0.00010283937752186834,0.0,0.0006540850418180547
static_a02,venue,9,1594,-0.0003689302545473172,-0.00019318861310124724,-0.0006273525721455231,0.0009329349801946649
static_a02,month,2025-08,275,-0.0006407952100573322,-0.0003846697696469059,0.0,-0.005723246387578651
static_a02,month,2025-09,3625,-0.00018812894320530127,-0.00010962896075739081,0.0002758620689655711,7.983055973988587e-05
static_a02,month,2025-10,3538,-0.00029080898136468747,-0.0001516931629692575,0.00028264556246471173,0.0015901373579627516
static_a02,month,2025-11,3340,-0.00021910108583411692,-0.00014828128190114143,0.00029940119760485384,4.509058802219801e-06
static_a02,month,2025-12,4008,-0.00016418143980256872,-9.867604644908656e-05,-0.00024950099800402636,0.0025483424973850345
static_a02,month,2026-01,4356,-0.0002936220888538621,-0.00016395582558881294,-0.00022956841138654926,0.00040083458153305357
static_a02,month,2026-02,3545,-0.00022118340080345966,-0.00014266675140472973,0.00028208744710866984,-0.0004476871334550374
static_a02,month,2026-03,3811,-0.000115140218901022,-5.763188695062649e-05,0.0,-0.0004456812390267115
static_a02,month,2026-04,1824,-0.00010765297199322177,-9.922224412550751e-05,0.0,0.0016038688984994498
static_a02,month,2026-05,3677,-0.000264219384102482,-0.00014968002724202734,0.0002719608376393623,0.0007468648106176701
static_a02,month,2026-06,3827,-0.00026005124130334956,-0.00014312632036561634,0.0,0.0005152400523647377
static_a02,month,2026-07,2184,-0.00029242265996343164,-0.00015577734869764992,0.00045787545787545625,0.00042980802527071635
static_a02,topPickLane,1,37174,-0.0002231446100522394,-0.00012966626746835352,-2.6900521870043548e-05,0.000575531782110849
static_a02,topPickLane,2,394,-0.00034577279438230413,-0.00018468781402303236,0.010152284263959366,0.00990245025362238
static_a02,topPickLane,3,288,-0.00032627325869172275,-0.0001967021413677994,0.0034722222222222654,0.005535975021676617
static_a02,topPickLane,4,144,-0.00020824077318737366,-0.00019083518156881585,0.0,-0.009792705854666434
static_a02,featureCoverage,3.0,37953,-0.00022645371362739475,-0.00013146149113996142,0.00010539351302918387,0.00043228436712239304
static_a05,venue,1,1641,-1.9639805690196965e-05,-3.1679010041196776e-05,0.0006093845216330607,-0.002365513248782161
static_a05,venue,10,1498,-0.0011418739797612876,-0.0006078337575027293,0.0006675567423231055,0.00592349186592735
static_a05,venue,11,1594,-0.00045053699628661015,-0.0002770838598687986,0.0006273525721455231,0.001680406402492115
static_a05,venue,12,1698,-9.659506573900245e-05,-9.187774914010127e-05,0.0,0.0012002896207288782
static_a05,venue,13,1349,-0.00042156787098424076,-0.0003459759642244764,0.0,0.0016618354296559293
static_a05,venue,14,1459,-0.000335636102519965,-0.0002735359180106034,0.0,0.0031955705535484658
static_a05,venue,15,1657,-0.0004994616006106511,-0.00031203852364614093,0.0,-0.001308049669015647
static_a05,venue,16,1353,-0.0007041135102061613,-0.0003660140704579984,0.0014781966001478075,-0.0073278801397158675
static_a05,venue,17,1637,-0.0008681779853350058,-0.0004370201576089361,0.0006108735491753281,-0.0006362807450334095
static_a05,venue,18,1776,-0.0012470705594831433,-0.0008115776168320377,-0.000563063063062974,0.0022425149908197016
static_a05,venue,19,1616,-0.0005772293668877548,-0.0003526872297875405,0.0006188118811881749,-0.0009377495037924087
static_a05,venue,2,1471,9.069652056115096e-05,0.00015294780114927242,0.001359619306594173,0.0033058844684786693
static_a05,venue,20,1547,-0.0010496224531901799,-0.0005067084119938503,0.0,-0.0016621775334649189
static_a05,venue,21,1681,-0.0012988425446005536,-0.0007146873860113256,0.0,0.0015586586340994683
static_a05,venue,22,1658,0.0001715377377982108,4.453857507802361e-06,0.0006031363088058184,0.0017917268415911722
static_a05,venue,23,1418,-0.0007253297729166164,-0.0004943528255617613,0.0,-4.254192374236396e-05
static_a05,venue,24,1694,-0.00030120655483734105,-0.000148282174882719,-0.0005903187721368885,0.0002194053475557678
static_a05,venue,3,1481,-0.00046380742966745103,-0.00011178215038132322,0.0,-0.0011381660790158316
static_a05,venue,4,1252,-0.0005848119838836041,-0.00016875803807026024,-0.002396166134185307,0.006999079067974239
static_a05,venue,5,1684,-0.00027255866768860493,-0.00018105055269412862,-0.00059382422802845,-0.0022722779357446515
static_a05,venue,6,1806,-0.0006299413896828643,-0.00040953903428142535,0.0005537098560354226,-0.002023589969542515
static_a05,venue,7,1680,-0.00024825143225526425,-0.000257837124214344,-0.0005952380952380931,-0.0010320204988124339
static_a05,venue,8,1766,-0.00026662184056780447,-0.00024376560709227224,0.0,0.0021831427835488984
static_a05,venue,9,1594,-0.0008961379003935566,-0.0004704690824719471,-0.0006273525721455231,0.0007060563894162736
static_a05,month,2025-08,275,-0.0015702653717271087,-0.0009448125779056848,0.0,-0.0005755409417936008
static_a05,month,2025-09,3625,-0.0004392634032306386,-0.0002590493341700917,0.0,0.00017293636683084722
static_a05,month,2025-10,3538,-0.0006963867360416653,-0.00036482028506101827,0.0,0.0036937501300866506
static_a05,month,2025-11,3340,-0.0005175145529230374,-0.00035531634698171555,0.00029940119760485384,9.757293575395759e-05
static_a05,month,2025-12,4008,-0.0003823627505994409,-0.00023337038009196842,-0.0004990019960080527,0.0031394363203634847
static_a05,month,2026-01,4356,-0.0007042986440326526,-0.0003951473904094671,0.0,-0.0012958580576899678
static_a05,month,2026-02,3545,-0.0005216964372127819,-0.0003411418621285245,0.00028208744710866984,0.0004226871275158084
static_a05,month,2026-03,3811,-0.0002575822008825668,-0.00012955454454521842,0.0,0.002539251433237945
static_a05,month,2026-04,1824,-0.00023847342295879592,-0.00023273580978500075,0.0,0.0021063312235411434
static_a05,month,2026-05,3677,-0.000629937312496498,-0.0003588714340195809,0.0005439216752787246,0.0010423791025868379
static_a05,month,2026-06,3827,-0.0006185662926292412,-0.0003421395582617892,0.0002613012803762693,0.002195183488743188
static_a05,month,2026-07,2184,-0.0006987607450523736,-0.0003733923847722975,0.0,0.0013059346586131067
static_a05,topPickLane,1,37183,-0.0005274219232662691,-0.0003090753310937,-8.068203211142322e-05,0.001227207539352463
static_a05,topPickLane,2,394,-0.0008742914282113823,-0.00047925026333772713,0.012690355329949221,0.012043321626406187
static_a05,topPickLane,3,283,-0.0008497285178923342,-0.0005143855420199905,0.0035335689045936647,0.012351407932740255
static_a05,topPickLane,4,141,-0.0003906954120285189,-0.0003973371566541317,0.0,-0.011571518897944291
static_a05,featureCoverage,3.0,37953,-0.0005356368095641439,-0.0003136856928301901,7.904513477186015e-05,0.0010722975660991951
static_a10,venue,1,1641,7.958175654398936e-05,-8.615295784997201e-06,0.0,-0.0011320449097764126
static_a10,venue,10,1498,-0.002186671444632582,-0.0011657528761181979,0.0006675567423231055,0.007565266966086597
static_a10,venue,11,1594,-0.0008044055174127873,-0.0005060459825608765,0.0006273525721455231,-0.002513712888731725
static_a10,venue,12,1698,-0.00010212170239887186,-0.00013852882434628455,0.0,-0.0011862730205509375
static_a10,venue,13,1349,-0.0007490707066526436,-0.0006430924523858073,0.0,0.0012670091129694944
static_a10,venue,14,1459,-0.000538712735888236,-0.00047397100251234114,-0.0006854009595613775,-0.0036313482134100843
static_a10,venue,15,1657,-0.0009168821640530567,-0.0005844753448662754,0.0006035003017500484,-0.002267976506813131
static_a10,venue,16,1353,-0.0013253576665108735,-0.0006925620904409957,0.0014781966001478075,-0.0027752695202626493
static_a10,venue,17,1637,-0.0016439494059328208,-0.000829460193308873,0.0006108735491753281,0.0036981447330137716
static_a10,venue,18,1776,-0.002367515209825033,-0.0015578672182847697,-0.000563063063062974,0.0036774012496877603
static_a10,venue,19,1616,-0.0010482604060109146,-0.0006553169065212083,0.0006188118811881749,-0.00015416088256968094
static_a10,venue,2,1471,0.00034778313398731164,0.000396476354333708,0.002039428959891232,0.008608955353981252
static_a10,venue,20,1547,-0.0020051944538928,-0.0009688769391917873,0.0,-0.0043876393550498285
static_a10,venue,21,1681,-0.002494403008119983,-0.0013786907471052823,0.0,0.0021745468782179596
static_a10,venue,22,1658,0.00042421948340143345,4.522800810069505e-05,0.0,0.0023675240892925553
static_a10,venue,23,1418,-0.0013631638203597252,-0.0009449805519891052,-0.0007052186177715081,0.001980990535829813
static_a10,venue,24,1694,-0.0004778769051783094,-0.0002344391019351022,-0.0005903187721368885,0.0006762221842725735
static_a10,venue,3,1481,-0.0008291548568313267,-0.00017645529129828308,0.0006752194463200412,-0.0017077643661918968
static_a10,venue,4,1252,-0.0010345337948398647,-0.00026206908229253756,0.0,0.0019240954952701415
static_a10,venue,5,1684,-0.00046764652484565516,-0.00032636025163901294,0.0,-0.00286225078333956
static_a10,venue,6,1806,-0.0011724302563889122,-0.0007787718301343061,0.0016611295681062677,0.00027253414938339937
static_a10,venue,7,1680,-0.0004076722869532645,-0.0004777603479844128,0.0005952380952380931,-0.0029106571174846683
static_a10,venue,8,1766,-0.00043397565969138796,-0.00044288948955262253,0.0,0.005453508139632218
static_a10,venue,9,1594,-0.0017049424095678667,-0.0008991161606796139,0.0,0.0030408526879441705
static_a10,month,2025-08,275,-0.003034864280490268,-0.0018333700785102547,0.0,-0.014966006740345636
static_a10,month,2025-09,3625,-0.0007749272666903728,-0.0004679192189996906,0.0005517241379310311,0.0001608013988916683
static_a10,month,2025-10,3538,-0.0012905280446144918,-0.0006814405821372604,0.0,0.006663971689459541
static_a10,month,2025-11,3340,-0.000934233222179115,-0.0006592398116297415,0.00029940119760485384,6.932435960095573e-06
static_a10,month,2025-12,4008,-0.0006710368965954228,-0.00042221508288364795,0.0,0.004307509933910214
static_a10,month,2026-01,4356,-0.0013093861353259406,-0.0007410924884624359,-0.00022956841138654926,-0.0018088190466467556
static_a10,month,2026-02,3545,-0.0009391067387924945,-0.0006303898758354132,0.0008462623413257875,0.0025779306101565216
static_a10,month,2026-03,3811,-0.00041412813318397745,-0.00021051578701825058,0.0,0.008162787721795076
static_a10,month,2026-04,1824,-0.0003746362728793695,-0.00041426266514010823,0.0,0.006849306229975382
static_a10,month,2026-05,3677,-0.0011577814278196374,-0.0006665997490005182,0.0008158825129180869,0.0020437699855078498
static_a10,month,2026-06,3827,-0.0011318008218874631,-0.0006318592936820355,0.0013065064018813466,0.001743506702387751
static_a10,month,2026-07,2184,-0.0012897637344508883,-0.0006931376770138442,-0.0009157509157509125,0.0017892855478205578
static_a10,topPickLane,1,37203,-0.0009507223924318797,-0.0005664977730988063,-2.6879552724179412e-05,0.0022540199542789574
static_a10,topPickLane,2,396,-0.0018925050362097462,-0.0010571678545336916,0.02020202020202022,0.018846276766806155
static_a10,topPickLane,3,275,-0.0015737756466422947,-0.0010328121777740673,0.010909090909090868,0.020167727323339255
static_a10,topPickLane,4,127,-0.0006826378068038874,-0.0006934667668517802,0.007874015748031482,-0.022437859843782916
static_a10,featureCoverage,3.0,37953,-0.000969537694100131,-0.0005773552037962038,0.00028983216083044994,0.001901475878394645
