modelName,raceLogLoss,multiclassBrier,top1Accuracy,ece10,activationRate,raceCount
static_a10,1.242341126048475,0.6044712864062716,0.5583530649828993,0.023972677579717005,1.0,38010
static_a05,1.2427732934935931,0.6047344874242082,0.5581425940541963,0.02271173659111502,1.0,38010
static_a02,1.2430814225508973,0.6049164255012703,0.5581689029202841,0.02190009537481428,1.0,38010
gated_g20,1.243199805681945,0.6049823900800466,0.5580899763220205,0.021846044064871104,0.6285714285714286,38010
gated_g10,1.2432527693335882,0.6050146950322667,0.5580636674559326,0.021728312653684585,0.6285714285714286,38010
gated_g05,1.2432797891398757,0.60503110786106,0.5580636674559326,0.021653269140457846,0.6285714285714286,38010
tree_15,1.243307167837679,0.6050476943773007,0.5580636674559326,0.021683223201739977,0.0,38010
residual_c10_a10,1.252042821208026,0.6083142636804605,0.5591160220994476,0.017507396593896427,0.0,38010
