modelName,calibrationIntercept,calibrationSlope
gated_g05,0.017455096768107164,1.1842736396293743
gated_g10,0.016947527230478,1.1851828110789122
gated_g20,0.016139057815268712,1.1864666022665682
residual_c10_a10,0.0034182511110529556,1.079675517443757
static_a02,0.015889867026578727,1.1904833160654922
static_a05,0.011435735700906294,1.2042810738481435
static_a10,0.006246439723785625,1.2209596020356364
tree_15,0.017963799735381328,1.1833562880380537
