modelName,dimension,segment,raceCount,logLossDelta,brierDelta,top1Delta,eceDelta
ranking_leaf15,venue,4,1252,0.26056220032683863,0.10206372556412213,-0.015974440894568676,0.1879797621636862
ranking_leaf15,venue,5,1684,0.2853832725254295,0.12448644285065347,-0.0071258907363419555,0.2559944454442979
ranking_leaf15,venue,6,1806,0.31048550636627814,0.13486941616545423,-0.007198228128460715,0.2437473249411203
ranking_leaf15,venue,7,1680,0.3328122246598735,0.14460079396675452,-0.0017857142857142794,0.28433162502068565
ranking_leaf15,venue,8,1766,0.31538074591260545,0.13804360748427902,-0.003963759909399789,0.2549173061941399
ranking_leaf15,venue,9,1594,0.3141426455060421,0.14046678200034868,-0.008155583437892022,0.26046885892336946
ranking_leaf15,month,2025-08,275,0.3117653068863988,0.1317488543721126,-0.0072727272727272085,0.18851540846677498
ranking_leaf15,month,2025-09,3625,0.2811351009460561,0.11791221801280505,-0.007172413793103405,0.24821030312137915
ranking_leaf15,month,2025-10,3538,0.2872379512928862,0.12216978497641728,-0.0025438100621819615,0.2586690942315337
ranking_leaf15,month,2025-11,3340,0.32027435546036553,0.14132915109820754,-0.002095808383233533,0.2672593436891112
ranking_leaf15,month,2025-12,4008,0.31386389449558005,0.13481843993663178,-0.0037425149700599514,0.2695081701322461
ranking_leaf15,month,2026-01,4356,0.3104240295121259,0.1354449453493306,-0.005968778696051391,0.2651172668777349
ranking_leaf15,month,2026-02,3545,0.30795439642615485,0.13256075856278215,-0.001692524682651575,0.26011146641748517
ranking_leaf15,month,2026-03,3811,0.3135590233783767,0.13494766356230414,-0.006559958016268741,0.2641559345415487
ranking_leaf15,month,2026-04,1824,0.3146756707161569,0.13628031966608123,-0.005482456140350811,0.26114264400436915
ranking_leaf15,month,2026-05,3677,0.3167636986842708,0.13503981951205657,-0.005711177590426941,0.2625644308913908
ranking_leaf15,month,2026-06,3827,0.3224872955674143,0.13761614415493162,-0.007055134570159494,0.2670776645389257
ranking_leaf15,month,2026-07,2184,0.3159755586799422,0.13827561508217623,-0.007783882783882756,0.26940039721375225
ranking_leaf15,topPickLane,1,38010,0.30914543009986084,0.1330247397987161,-0.005024993422783397,0.2669439028502012
ranking_leaf15,featureCoverage,3,38010,0.30914543009986084,0.1330247397987161,-0.005024993422783397,0.2669439028502012
ranking_leaf31,venue,1,1641,0.26308938971878293,0.11342288250148747,-0.008531383302864182,0.2087429205710498
ranking_leaf31,venue,10,1498,0.24842134227715107,0.09909971128119865,0.002670226969292422,0.21583085312221256
ranking_leaf31,venue,11,1594,0.2867201040491303,0.11825238173504093,-0.005018820577164296,0.24744303475449628
ranking_leaf31,venue,12,1698,0.31541459877845623,0.13646087877767865,-0.0011778563015312216,0.27787966195727926
ranking_leaf31,venue,13,1349,0.3682518806961632,0.16848668397638122,-0.001482579688658281,0.30854976727134914
ranking_leaf31,venue,14,1459,0.22680849208559084,0.08482567241948391,-0.00959561343385884,0.1762273319425937
ranking_leaf31,venue,15,1657,0.29933761267954373,0.13135767573389634,-0.0018105009052504784,0.23712446175924148
ranking_leaf31,venue,16,1353,0.2751672475402158,0.12310731156012389,0.0,0.26439426527418336
ranking_leaf31,venue,17,1637,0.2766784298140599,0.12068120317156705,-0.0036652412950518576,0.2691928637074591
ranking_leaf31,venue,18,1776,0.35642476118647415,0.15488662139349474,-0.0028153153153153143,0.3127789930337015
ranking_leaf31,venue,19,1616,0.3561971428689852,0.1600209819588465,-0.0006188118811880639,0.32135447813241325
ranking_leaf31,venue,2,1471,0.21232878844481884,0.07860737792662609,-0.02311352821210061,0.16494210472923163
ranking_leaf31,venue,20,1547,0.34120174423220484,0.15154862931204494,-0.0019392372333548735,0.28938101307840464
ranking_leaf31,venue,21,1681,0.32189996437791146,0.14669208895274566,-0.0017846519928613747,0.29730645271099065
ranking_leaf31,venue,22,1658,0.3579808548523655,0.1481050122068952,-0.004825090470446214,0.25186832644675816
